Geo,Year,DRRevMi,VPRevMi,MBRevMi,RBRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi
Albany,1990,0,0,1,0,0,0,0,0
Albany,1995,0,0,1,0,0,0,0,0
Albany,2000,0,0,1,0,0,0,0,0
Albany,2005,0,0,1,0,0,0,0,0
Albany,2010,0,0,1,0,0,0,0,0
Albany,2015,104448,0,185610,0,0,0,0,0
Albany,2020,128357,0,352309,0,0,0,0,0
Albany,2025,182279.7419,0,436032.4412,0,0,0,0,0
Albany,2030,187957.7182,0,463383.5692,0,0,0,0,0
Albany,2035,189199.8098,0,485511.1395,0,0,0,0,0
Albany,2040,190199.0552,0,509812.4983,0,0,0,0,0
Albany,2045,191083.9738,0,537308.7032,0,0,0,0,0
Albany,2050,191946.0269,0,568677.0427,0,0,0,0,0
Bend,1990,0,0,1,0,0,0,0,0
Bend,1995,0,0,1,0,0,0,0,0
Bend,2000,0,0,1,0,0,0,0,0
Bend,2005,0,0,1,0,0,0,0,0
Bend,2010,148197,0,266086,0,0,0,0,0
Bend,2015,276665,0,277486,348990,0,0,0,0
Bend,2020,300983,0,393430,494811,0,0,0,0
Bend,2025,316160.1337,0,423524.0769,532660.1538,0,0,0,0
Bend,2030,332627.3336,0,450813.8077,566981.3077,0,0,0,0
Bend,2035,343718.8026,0,473582.0769,595616.8846,0,0,0,0
Bend,2040,354665.9832,0,498690,627195.4615,0,0,0,0
Bend,2045,365631.2985,0,527122.0385,662953.8462,0,0,0,0
Bend,2050,376809.4983,0,559632.1154,703840.1538,0,0,0,0
Corvallis,1990,0,0,1,0,0,0,0,0
Corvallis,1995,0,0,1,0,0,0,0,0
Corvallis,2000,0,0,1,0,0,0,0,0
Corvallis,2005,0,0,1,0,0,0,0,0
Corvallis,2010,0,0,373922,0,0,0,0,0
Corvallis,2015,295748,0,433752,99531,0,0,0,0
Corvallis,2020,277030,0,553644,127042,0,0,0,0
Corvallis,2025,300391.9081,0,584270.6538,134069.5385,0,0,0,0
Corvallis,2030,310706.5476,0,618988.5,142036.6154,0,0,0,0
Corvallis,2035,312816.4563,0,642008.0769,147318.2308,0,0,0,0
Corvallis,2040,314662.2303,0,668590.6154,153418.1538,0,0,0,0
Corvallis,2045,316470.1582,0,700409.0769,160719.5769,0,0,0,0
Corvallis,2050,318560.3554,0,738885.1154,169548.5769,0,0,0,0
EugeneSpringfield,1990,421365,0,3310462,0,0,0,0,0
EugeneSpringfield,1995,453147,0,3560159,0,0,0,0,0
EugeneSpringfield,2000,524944,0,3854315,0,0,0,0,0
EugeneSpringfield,2005,632442,17025,3255960,0,0,0,0,0
EugeneSpringfield,2010,1965953,271363,3538936,0,0,0,0,0
EugeneSpringfield,2015,4408741,470742,2817774,429059,0,0,0,0
EugeneSpringfield,2020,5862892,626009,4014259,611246,0,0,0,0
EugeneSpringfield,2025,5986087.962,639162.6923,4143412.731,630912.1154,0,0,0,0
EugeneSpringfield,2030,5448481.615,581759.6538,3848697.346,586036.0385,0,0,0,0
EugeneSpringfield,2035,5609047.5,598904.6538,4007734.615,610252.9615,0,0,0,0
EugeneSpringfield,2040,5806087.269,619942.8462,4197463.615,639142.9615,0,0,0,0
EugeneSpringfield,2045,6043367.423,645279.2308,4422536.654,673414.2692,0,0,0,0
EugeneSpringfield,2050,6317318.769,674529.5769,4682125.038,712941.2308,0,0,0,0
GrantsPass,1990,0,0,1,0,0,0,0,0
GrantsPass,1995,0,0,1,0,0,0,0,0
GrantsPass,2000,0,0,1,0,0,0,0,0
GrantsPass,2005,0,0,1,0,0,0,0,0
GrantsPass,2010,0,0,1,0,0,0,0,0
GrantsPass,2015,84887,0,178583,194843,0,0,0,0
GrantsPass,2020,78615,0,235985,257472,0,0,0,0
GrantsPass,2025,85358.88998,0,254979.6923,278196.5769,0,0,0,0
GrantsPass,2030,90470.69843,0,281534.1923,307167.5769,0,0,0,0
GrantsPass,2035,91130.85304,0,297739.3846,324848.4231,0,0,0,0
GrantsPass,2040,91467.73842,0,315002.7692,343684.0385,0,0,0,0
GrantsPass,2045,91606.71995,0,334260,364694.1923,0,0,0,0
GrantsPass,2050,91784.3361,0,356552.6538,389017.0385,0,0,0,0
Metro,1990,3699357,0,18374078,0,0,0,1365584,0
Metro,1995,4276368,0,21239993,0,0,0,1578582,0
Metro,2000,4894400,0,22865790,0,0,0,5052156,0
Metro,2005,6252536,0,24349017,0,0,0,3984245,0
Metro,2010,7770491,300378,21691044,0,0,0,4211187,118207
Metro,2015,8809328,399061,23745459,794457,0,358823,7836651,193393
Metro,2020,9246149,418849,28685599,959740,0,376616,8225241,202982.6327
Metro,2025,10659936.64,482893.3781,32129871.47,1074976.489,0,434202.3591,9482925.76,234019.8006
Metro,2030,11345832.15,513964.1302,34501603.26,1154327.457,0,462140.3104,10093088.85,249077.4012
Metro,2035,12026672.06,544806.2285,36940221.04,1235916.867,0,489872.4732,10698753.77,264024.0131
Metro,2040,12738146.06,577036.0192,39540354.37,1322910.392,0,518851.9822,11331671.07,279643.1544
Metro,2045,13490509.67,611117.9059,42353660.9,1417035.552,0,549497.5104,12000962.46,296159.9501
Metro,2050,14289074.77,647292.3696,45409995.71,1519292.116,0,582025.0963,12711354.79,313691.019
RogueValley,1990,180887,0,295148,0,0,0,0,0
RogueValley,1995,215668,0,351900,0,0,0,0,0
RogueValley,2000,191520,0,548856,0,0,0,0,0
RogueValley,2005,270555,0,645168,0,0,0,0,0
RogueValley,2010,382639,0,607922,0,0,0,0,0
RogueValley,2015,502358,0,755065,0,0,0,0,0
RogueValley,2020,565092,0,1115219,0,0,0,0,0
RogueValley,2025,853508.3399,0,1522819.597,0,0,0,0,0
RogueValley,2030,895811.281,0,1623349.698,0,0,0,0,0
RogueValley,2035,918212.6643,0,1699655.895,0,0,0,0,0
RogueValley,2040,939503.8939,0,1779871.285,0,0,0,0,0
RogueValley,2045,960294.4503,0,1866608.828,0,0,0,0,0
RogueValley,2050,981460.3144,0,1962282.006,0,0,0,0,0
SalemKeizer,1990,0,0,1611260,0,0,0,0,0
SalemKeizer,1995,0,0,1869484,0,0,0,0,0
SalemKeizer,2000,282970,0,2089009,0,0,0,0,0
SalemKeizer,2005,1033835,36320,2617061,0,0,0,0,0
SalemKeizer,2010,3485995,223173,2019554,0,0,0,0,0
SalemKeizer,2015,5316303,597878,2059616,0,0,0,0,0
SalemKeizer,2020,5868383,659966,2817519,0,0,0,0,0
SalemKeizer,2025,6217640.327,699243.3302,3038362.962,0,0,0,0,0
SalemKeizer,2030,6466050.063,727180.2722,3235927.154,0,0,0,0,0
SalemKeizer,2035,6627963.99,745389.1757,3404687.538,0,0,0,0,0
SalemKeizer,2040,6797232.687,764425.1754,3592233.692,0,0,0,0,0
SalemKeizer,2045,6977390.826,784685.6559,3804941.769,0,0,0,0,0
SalemKeizer,2050,7168453.388,806172.9825,4045778.654,0,0,0,0,0
None,1990,0,0,0,0,0,0,0,0
None,1995,0,0,0,0,0,0,0,0
None,2000,0,0,0,0,0,0,0,0
None,2005,0,0,0,0,0,0,0,0
None,2010,0,0,0,0,0,0,0,0
None,2015,0,0,0,0,0,0,0,0
None,2020,0,0,0,0,0,0,0,0
None,2025,0,0,0,0,0,0,0,0
None,2030,0,0,0,0,0,0,0,0
None,2035,0,0,0,0,0,0,0,0
None,2040,0,0,0,0,0,0,0,0
None,2045,0,0,0,0,0,0,0,0
None,2050,0,0,0,0,0,0,0,0
