Geo,Year,DRRevMi,VPRevMi,MBRevMi,RBRevMi,MGRevMi,SRRevMi,HRRevMi,CRRevMi
Albany,1990,0,0,1,0,0,0,0,0
Albany,1995,0,0,1,0,0,0,0,0
Albany,2000,0,0,1,0,0,0,0,0
Albany,2005,0,0,1,0,0,0,0,0
Albany,2010,0,0,1,0,0,0,0,0
Albany,2015,104448,0,185610,0,0,0,0,0
Albany,2020,128357,0,352309,0,0,0,0,0
Albany,2025,169371.0105,0,423264.9216,0,0,0,0,0
Albany,2030,181975.8363,0,464491.5767,0,0,0,0,0
Albany,2035,189742.3021,0,500020.7318,0,0,0,0,0
Albany,2040,197243.8878,0,537920.9069,0,0,0,0,0
Albany,2045,204620.7736,0,579305.8021,0,0,0,0,0
Albany,2050,211972.7194,0,624914.1571,0,0,0,0,0
Bend,1990,0,0,1,0,0,0,0,0
Bend,1995,0,0,1,0,0,0,0,0
Bend,2000,0,0,1,0,0,0,0,0
Bend,2005,0,0,1,0,0,0,0,0
Bend,2010,148197,0,266086,0,0,0,0,0
Bend,2015,276665,0,277486,348990,0,0,0,0
Bend,2020,300983,0,393430,494811,0,0,0,0
Bend,2025,322747.6869,0,413837.2312,520477.1106,0,0,0,0
Bend,2030,345833.451,0,450869.3158,567051.2034,0,0,0,0
Bend,2035,363055.7351,0,484156.9604,608916.7962,0,0,0,0
Bend,2040,380120.6392,0,519382.1849,653219.629,0,0,0,0
Bend,2045,397205.3233,0,557360.2695,700983.9617,0,0,0,0
Bend,2050,414522.2073,0,598715.5741,752994.9745,0,0,0,0
Corvallis,1990,0,0,1,0,0,0,0,0
Corvallis,1995,0,0,1,0,0,0,0,0
Corvallis,2000,0,0,1,0,0,0,0,0
Corvallis,2005,0,0,1,0,0,0,0,0
Corvallis,2010,0,0,373922,0,0,0,0,0
Corvallis,2015,295748,0,433752,99531,0,0,0,0
Corvallis,2020,277030,0,553644,127042,0,0,0,0
Corvallis,2025,299844.27,0,584814.6879,134194.4197,0,0,0,0
Corvallis,2030,317358.4319,0,632836.7214,145214.2524,0,0,0,0
Corvallis,2035,325923.4338,0,671170.8549,154010.1251,0,0,0,0
Corvallis,2040,334200.3358,0,712455.6485,163483.6778,0,0,0,0
Corvallis,2045,342435.9576,0,758076.562,173952.2506,0,0,0,0
Corvallis,2050,350979.4596,0,809210.9355,185685.8833,0,0,0,0
EugeneSpringfield,1990,421365,0,3310462,0,0,0,0,0
EugeneSpringfield,1995,453147,0,3560159,0,0,0,0,0
EugeneSpringfield,2000,524944,0,3854315,0,0,0,0,0
EugeneSpringfield,2005,632442,17025,3255960,0,0,0,0,0
EugeneSpringfield,2010,1965953,271363,3538936,0,0,0,0,0
EugeneSpringfield,2015,4408741,470742,2817774,429059,0,0,0,0
EugeneSpringfield,2020,5862892,626009,4014259,611246,0,0,0,0
EugeneSpringfield,2025,5613278.028,599356.0331,3850573.859,586321.9455,0,0,0,0
EugeneSpringfield,2030,5251547.936,560732.1774,3659865.585,557282.9257,0,0,0,0
EugeneSpringfield,2035,5468007.884,583845.1418,3844931.731,585463.1458,0,0,0,0
EugeneSpringfield,2040,5714673.612,610182.2461,4055415.177,617513.366,0,0,0,0
EugeneSpringfield,2045,5994664.34,640078.8904,4295168.723,654020.1062,0,0,0,0
EugeneSpringfield,2050,6305024.247,673216.8748,4563506.088,694879.3064,0,0,0,0
GrantsPass,1990,0,0,1,0,0,0,0,0
GrantsPass,1995,0,0,1,0,0,0,0,0
GrantsPass,2000,0,0,1,0,0,0,0,0
GrantsPass,2005,0,0,1,0,0,0,0,0
GrantsPass,2010,0,0,1,0,0,0,0,0
GrantsPass,2015,84887,0,178583,194843,0,0,0,0
GrantsPass,2020,78615,0,235985,257472,0,0,0,0
GrantsPass,2025,84499.87832,0,247267.4698,269781.9911,0,0,0,0
GrantsPass,2030,91940.16256,0,273623.3212,298536.4773,0,0,0,0
GrantsPass,2035,94524.8868,0,291408.4127,317941.0434,0,0,0,0
GrantsPass,2040,96757.01103,0,310069.8441,338301.9295,0,0,0,0
GrantsPass,2045,98773.27527,0,330382.4755,360463.6557,0,0,0,0
GrantsPass,2050,100831.6795,0,353208.887,385368.7818,0,0,0,0
Metro,1990,3699357,0,18374078,0,0,0,1365584,0
Metro,1995,4276368,0,21239993,0,0,0,1578582,0
Metro,2000,4894400,0,22865790,0,0,0,5052156,0
Metro,2005,6252536,0,24349017,0,0,0,3984245,0
Metro,2010,7770491,300378,21691044,0,0,0,4211187,118207
Metro,2015,8809328,399061,23745459,794457,0,358823,7836651,193393
Metro,2020,9246149,418849,28685599,959740,0,376616,8225241,202982.6327
Metro,2025,10775251.35,488117.1263,32748836.45,1095685.37,0,438899.3827,9585508.065,236551.3289
Metro,2030,11724942.75,531137.7677,35879071.76,1200413.702,0,477582.3062,10430340.2,257400.0946
Metro,2035,12669119.83,573909.0093,39082261.74,1307583.575,0,516040.7698,11270266.03,278127.8014
Metro,2040,13646710.5,618193.8509,42461621.85,1420647.887,0,555859.7532,12139916.9,299589.0574
Metro,2045,14668900.76,664498.8324,46073496.73,1541490.9,0,597495.9167,13049242.15,322029.4135
Metro,2050,15741484.44,713086.254,49950450.26,1671203.092,0,641184.9001,14003397.48,345576.0696
RogueValley,1990,180887,0,295148,0,0,0,0,0
RogueValley,1995,215668,0,351900,0,0,0,0,0
RogueValley,2000,191520,0,548856,0,0,0,0,0
RogueValley,2005,270555,0,645168,0,0,0,0,0
RogueValley,2010,382639,0,607922,0,0,0,0,0
RogueValley,2015,502358,0,755065,0,0,0,0,0
RogueValley,2020,565092,0,1115219,0,0,0,0,0
RogueValley,2025,794176.773,0,1455413.852,0,0,0,0,0
RogueValley,2030,870590.2558,0,1610565.785,0,0,0,0,0
RogueValley,2035,925296.4788,0,1739295.937,0,0,0,0,0
RogueValley,2040,978791.8217,0,1872289.97,0,0,0,0,0
RogueValley,2045,1031741.065,0,2012397.922,0,0,0,0,0
RogueValley,2050,1085099.668,0,2162252.255,0,0,0,0,0
SalemKeizer,1990,0,0,1611260,0,0,0,0,0
SalemKeizer,1995,0,0,1869484,0,0,0,0,0
SalemKeizer,2000,282970,0,2089009,0,0,0,0,0
SalemKeizer,2005,1033835,36320,2617061,0,0,0,0,0
SalemKeizer,2010,3485995,223173,2019554,0,0,0,0,0
SalemKeizer,2015,5316303,597878,2059616,0,0,0,0,0
SalemKeizer,2020,5868383,659966,2817519,0,0,0,0,0
SalemKeizer,2025,6259485.916,703949.3206,2960588.118,0,0,0,0,0
SalemKeizer,2030,6645501.188,747361.5944,3192599.095,0,0,0,0,0
SalemKeizer,2035,6937172.74,780163.1881,3400756.252,0,0,0,0,0
SalemKeizer,2040,7236866.372,813866.9221,3624470.809,0,0,0,0,0
SalemKeizer,2045,7548437.464,848906.2358,3869023.166,0,0,0,0,0
SalemKeizer,2050,7871902.356,885283.7096,4136870.343,0,0,0,0,0
None,1990,0,0,0,0,0,0,0,0
None,1995,0,0,0,0,0,0,0,0
None,2000,0,0,0,0,0,0,0,0
None,2005,0,0,0,0,0,0,0,0
None,2010,0,0,0,0,0,0,0,0
None,2015,0,0,0,0,0,0,0,0
None,2020,0,0,0,0,0,0,0,0
None,2025,0,0,0,0,0,0,0,0
None,2030,0,0,0,0,0,0,0,0
None,2035,0,0,0,0,0,0,0,0
None,2040,0,0,0,0,0,0,0,0
None,2045,0,0,0,0,0,0,0,0
None,2050,0,0,0,0,0,0,0,0
