Geo,Year,PropSovDvmtDiverted
Harney,2015,0.04125
Hood River,2015,0.04125
Jackson,2015,0.041666667
Jefferson,2015,0.04125
Josephine,2015,0.011
Klamath,2015,0.04125
Lake,2015,0.04125
Lane,2015,0.086
Lincoln,2015,0.04125
Linn,2015,0.02
Malheur,2015,0.04125
Marion,2015,0.04
Morrow,2015,0.04125
Multnomah,2015,0.186
Polk,2015,0.04125
Sherman,2015,0.04125
Tillamook,2015,0.04125
Umatilla,2015,0.04125
Union,2015,0.04125
Wallowa,2015,0.04125
Wasco,2015,0.04125
Washington,2015,0.101
Wheeler,2015,0.04125
Yamhill,2015,0.04125
Baker,2020,0.0425
Benton,2020,0.102
Clackamas,2020,0.05
Clatsop,2020,0.0425
Columbia,2020,0.0425
Coos,2020,0.0425
Crook,2020,0.0425
Curry,2020,0.0425
Deschutes,2020,0.06
Douglas,2020,0.0425
Gilliam,2020,0.0425
Grant,2020,0.0425
Harney,2020,0.0425
Hood River,2020,0.0425
Jackson,2020,0.043333333
Jefferson,2020,0.0425
Josephine,2020,0.011
Klamath,2020,0.0425
Lake,2020,0.0425
Lane,2020,0.112
Lincoln,2020,0.0425
Linn,2020,0.02
Malheur,2020,0.0425
Marion,2020,0.04
Morrow,2020,0.0425
Multnomah,2020,0.225
Polk,2020,0.0425
Sherman,2020,0.0425
Tillamook,2020,0.0425
Umatilla,2020,0.0425
Union,2020,0.0425
Wallowa,2020,0.0425
Wasco,2020,0.0425
Washington,2020,0.122
Wheeler,2020,0.0425
Yamhill,2020,0.0425
Baker,2025,0.046875
Benton,2025,0.119
Clackamas,2025,0.075
Clatsop,2025,0.046875
Columbia,2025,0.046875
Coos,2025,0.046875
Crook,2025,0.046875
Curry,2025,0.046875
Deschutes,2025,0.081375
Douglas,2025,0.046875
Gilliam,2025,0.046875
Grant,2025,0.046875
Harney,2025,0.046875
Hood River,2025,0.046875
Jackson,2025,0.0475
Jefferson,2025,0.046875
Josephine,2025,0.0305
Klamath,2025,0.046875
Lake,2025,0.046875
Lane,2025,0.159
Lincoln,2025,0.046875
Linn,2025,0.035
Malheur,2025,0.046875
Marion,2025,0.048333334
Morrow,2025,0.046875
Multnomah,2025,0.238
Polk,2025,0.046875
Sherman,2025,0.046875
Tillamook,2025,0.046875
Umatilla,2025,0.046875
Union,2025,0.046875
Wallowa,2025,0.046875
Wasco,2025,0.046875
Washington,2025,0.085
Wheeler,2025,0.046875
Yamhill,2025,0.046875
Baker,2030,0.0725
Benton,2030,0.137
Clackamas,2030,0.125
Clatsop,2030,0.0725
Columbia,2030,0.0725
Coos,2030,0.0725
Crook,2030,0.0725
Curry,2030,0.0725
Deschutes,2030,0.10775
Douglas,2030,0.0725
Gilliam,2030,0.0725
Grant,2030,0.0725
Harney,2030,0.0725
Hood River,2030,0.0725
Jackson,2030,0.073333334
Jefferson,2030,0.0725
Josephine,2030,0.0555
Klamath,2030,0.0725
Lake,2030,0.0725
Lane,2030,0.197
Lincoln,2030,0.0725
Linn,2030,0.06
Malheur,2030,0.0725
Marion,2030,0.076666667
Morrow,2030,0.0725
Multnomah,2030,0.254
Polk,2030,0.0725
Sherman,2030,0.0725
Tillamook,2030,0.0725
Umatilla,2030,0.0725
Union,2030,0.0725
Wallowa,2030,0.0725
Wasco,2030,0.0725
Washington,2030,0.1095
Wheeler,2030,0.0725
Yamhill,2030,0.0725
Baker,2035,0.098125
Benton,2035,0.16
Clackamas,2035,0.17
Clatsop,2035,0.098125
Columbia,2035,0.098125
Coos,2035,0.098125
Crook,2035,0.098125
Curry,2035,0.098125
Deschutes,2035,0.1355
Douglas,2035,0.098125
Gilliam,2035,0.098125
Grant,2035,0.098125
Harney,2035,0.098125
Hood River,2035,0.098125
Jackson,2035,0.099166667
Jefferson,2035,0.098125
Josephine,2035,0.0805
Klamath,2035,0.098125
Lake,2035,0.098125
Lane,2035,0.235
Lincoln,2035,0.098125
Linn,2035,0.085
Malheur,2035,0.098125
Marion,2035,0.105
Morrow,2035,0.098125
Multnomah,2035,0.27
Polk,2035,0.098125
Sherman,2035,0.098125
Tillamook,2035,0.098125
Umatilla,2035,0.098125
Union,2035,0.098125
Wallowa,2035,0.098125
Wasco,2035,0.098125
Washington,2035,0.1335
Wheeler,2035,0.098125
Yamhill,2035,0.098125
Baker,2040,0.12375
Benton,2040,0.178
Clackamas,2040,0.19
Clatsop,2040,0.12375
Columbia,2040,0.12375
Coos,2040,0.12375
Crook,2040,0.12375
Curry,2040,0.12375
Deschutes,2040,0.156875
Douglas,2040,0.12375
Gilliam,2040,0.12375
Grant,2040,0.12375
Harney,2040,0.12375
Hood River,2040,0.12375
Jackson,2040,0.125
Jefferson,2040,0.12375
Josephine,2040,0.1055
Klamath,2040,0.12375
Lake,2040,0.12375
Lane,2040,0.255
Lincoln,2040,0.12375
Linn,2040,0.11
Malheur,2040,0.12375
Marion,2040,0.133333334
Morrow,2040,0.12375
Multnomah,2040,0.2855
Polk,2040,0.12375
Sherman,2040,0.12375
Tillamook,2040,0.12375
Umatilla,2040,0.12375
Union,2040,0.12375
Wallowa,2040,0.12375
Wasco,2040,0.12375
Washington,2040,0.158
Wheeler,2040,0.12375
Yamhill,2040,0.12375
Baker,2045,0.149375
Benton,2045,0.201
Clackamas,2045,0.216
Clatsop,2045,0.149375
Columbia,2045,0.149375
Coos,2045,0.149375
Crook,2045,0.149375
Curry,2045,0.149375
Deschutes,2045,0.17325
Douglas,2045,0.149375
Gilliam,2045,0.149375
Grant,2045,0.149375
Harney,2045,0.149375
Hood River,2045,0.149375
Jackson,2045,0.1525
Jefferson,2045,0.149375
Josephine,2045,0.1305
Klamath,2045,0.149375
Lake,2045,0.149375
Lane,2045,0.275
Lincoln,2045,0.149375
Linn,2045,0.135
Malheur,2045,0.149375
Marion,2045,0.161666667
Morrow,2045,0.149375
Multnomah,2045,0.332
Polk,2045,0.149375
Sherman,2045,0.149375
Tillamook,2045,0.149375
Umatilla,2045,0.149375
Union,2045,0.149375
Wallowa,2045,0.149375
Wasco,2045,0.149375
Washington,2045,0.1945
Wheeler,2045,0.149375
Yamhill,2045,0.149375
Baker,2050,0.175
Benton,2050,0.219
Clackamas,2050,0.236
Clatsop,2050,0.175
Columbia,2050,0.175
Coos,2050,0.175
Crook,2050,0.175
Curry,2050,0.175
Deschutes,2050,0.189625
Douglas,2050,0.175
Gilliam,2050,0.175
Grant,2050,0.175
Harney,2050,0.175
Hood River,2050,0.175
Jackson,2050,0.18
Jefferson,2050,0.175
Josephine,2050,0.1555
Klamath,2050,0.175
Lake,2050,0.175
Lane,2050,0.295
Lincoln,2050,0.175
Linn,2050,0.16
Malheur,2050,0.175
Marion,2050,0.19
Morrow,2050,0.175
Multnomah,2050,0.366
Polk,2050,0.175
Sherman,2050,0.175
Tillamook,2050,0.175
Umatilla,2050,0.175
Union,2050,0.175
Wallowa,2050,0.175
Wasco,2050,0.175
Washington,2050,0.2285
Wheeler,2050,0.175
Yamhill,2050,0.175
