Geo,Year,RampMeterDeployProp,IncidentMgtDeployProp,SignalCoordDeployProp,AccessMgtDeployProp,OtherFwyOpsDeployProp,OtherArtOpsDeployProp
Albany,1990,0,0,0,0,0,0
Albany,1995,0,0,0.066,0.1,0,0
Albany,2000,0,0,0.132,0.17,0,0
Albany,2005,0,0,0.198,0.17,0,0
Albany,2010,0,0,0.264,0.225,0,0
Albany,2015,0,0,0.264,0.28,0,0
Albany,2020,0,0,0.264,0.28,0,0
Albany,2025,0.407142857,0.364285714,0.493714286,0.337428571,0,0
Albany,2030,0.407142857,0.385714286,0.536571429,0.364428571,0,0
Albany,2035,0.407142857,0.407142857,0.558,0.391428571,0,0
Albany,2040,0.407142857,0.407142857,0.558,0.438571429,0,0
Albany,2045,0.407142857,0.407142857,0.558,0.485714286,0,0
Albany,2050,0.407142857,0.407142857,0.558,0.524285714,0,0
Bend,1990,0,0,0,0,0,0
Bend,1995,0,0,0.1,0.1,0,0
Bend,2000,0,0,0.2,0.17,0,0
Bend,2005,0,0,0.3,0.17,0,0
Bend,2010,0,0,0.33,0.225,0,0
Bend,2015,0,0,0.36,0.28,0,0
Bend,2020,0,0,0.395,0.28,0,0
Bend,2025,0.407142857,0.364285714,0.588571429,0.337428571,0,0
Bend,2030,0.407142857,0.385714286,0.651428571,0.364428571,0,0
Bend,2035,0.407142857,0.407142857,0.692857143,0.391428571,0,0
Bend,2040,0.407142857,0.407142857,0.692857143,0.438571429,0,0
Bend,2045,0.407142857,0.407142857,0.692857143,0.485714286,0,0
Bend,2050,0.407142857,0.407142857,0.692857143,0.524285714,0,0
Corvallis,1990,0,0,0,0,0,0
Corvallis,1995,0,0,0.066,0.1,0,0
Corvallis,2000,0,0,0.132,0.17,0,0
Corvallis,2005,0,0,0.198,0.17,0,0
Corvallis,2010,0,0,0.264,0.225,0,0
Corvallis,2015,0,0,0.264,0.28,0,0
Corvallis,2020,0,0,0.285,0.28,0,0
Corvallis,2025,0.407142857,0.364285714,0.51,0.337428571,0,0
Corvallis,2030,0.407142857,0.385714286,0.557142857,0.364428571,0,0
Corvallis,2035,0.407142857,0.407142857,0.582857143,0.391428571,0,0
Corvallis,2040,0.407142857,0.407142857,0.587142857,0.438571429,0,0
Corvallis,2045,0.407142857,0.407142857,0.591428571,0.485714286,0,0
Corvallis,2050,0.407142857,0.407142857,0.595714286,0.524285714,0,0
EugeneSpringfield,1990,0,0,0,0,0,0
EugeneSpringfield,1995,0,0,0.105,0.1,0,0
EugeneSpringfield,2000,0,0.125,0.21,0.17,0,0
EugeneSpringfield,2005,0,0.3,0.315,0.3,0,0
EugeneSpringfield,2010,0,0.4,0.42,0.4,0,0
EugeneSpringfield,2015,0,0.5,0.45,0.32,0,0
EugeneSpringfield,2020,0,0.6,0.52,0.42,0,0
EugeneSpringfield,2025,0.407142857,0.764285714,0.68,0.43,0,0
EugeneSpringfield,2030,0.407142857,0.842857143,0.762857143,0.508571429,0,0
EugeneSpringfield,2035,0.692857143,0.921428571,0.824285714,0.564285714,0,0
EugeneSpringfield,2040,0.692857143,0.921428571,0.847142857,0.602857143,0,0
EugeneSpringfield,2045,0.692857143,0.921428571,0.87,0.641428571,0,0
EugeneSpringfield,2050,0.692857143,0.921428571,0.892857143,0.692857143,0,0
GrantsPass,1990,0,0,0,0,0,0
GrantsPass,1995,0.151515152,0.1,0.076666667,0.1,0,0
GrantsPass,2000,0.303030303,0.2,0.153333333,0.17,0,0
GrantsPass,2005,0.454545455,0.3,0.23,0.17,0,0
GrantsPass,2010,0.5,0.4,0.23,0.225,0,0
GrantsPass,2015,0.52238806,0.4,0.23,0.28,0,0
GrantsPass,2020,0.548507463,0.431818182,0.2368,0.28,0,0
GrantsPass,2025,0.735501066,0.617532467,0.482057143,0.337428571,0,0
GrantsPass,2030,0.750426439,0.645454546,0.5288,0.364428571,0,0
GrantsPass,2035,0.765351813,0.673376623,0.554114286,0.391428571,0,0
GrantsPass,2040,0.765351813,0.67987013,0.558,0.438571429,0,0
GrantsPass,2045,0.765351813,0.686363637,0.558,0.485714286,0,0
GrantsPass,2050,0.765351813,0.692857143,0.558,0.524285714,0,0
Metro,1990,0.18,0,0,0,0,0
Metro,1995,0.34,0,0.105,0.2,0,0
Metro,2000,0.58,0.8333,0.21,0.3,0,0
Metro,2005,0.84,0.8333,0.315,0.4,0,0
Metro,2010,0.92,0.785,0.3625,0.49,0,0
Metro,2015,0.95,0.8,0.41,0.49,0,0
Metro,2020,0.95,0.78,0.421,0.49,0,0
Metro,2025,0.962857143,0.844285714,0.604285714,0.531142857,0,0
Metro,2030,0.962857143,0.835714286,0.674285714,0.544857143,0,0
Metro,2035,0.962857143,0.827142857,0.695714286,0.558571429,0,0
Metro,2040,0.962857143,0.812857143,0.695714286,0.597142857,0,0
Metro,2045,0.962857143,0.807142857,0.695714286,0.635714286,0,0
Metro,2050,0.962857143,0.798571429,0.695714286,0.687142857,0,0
RogueValley,1990,0,0,0,0,0,0
RogueValley,1995,0,0,0.076666667,0.1,0,0
RogueValley,2000,0,0,0.153333333,0.17,0,0
RogueValley,2005,0,0,0.23,0.17,0,0
RogueValley,2010,0,0.2,0.23,0.225,0,0
RogueValley,2015,0,0.34,0.23,0.28,0,0
RogueValley,2020,0,0.48,0.2368,0.28,0,0
RogueValley,2025,0.407142857,0.718571429,0.482057143,0.337428571,0,0
RogueValley,2030,0.407142857,0.82,0.5288,0.364428571,0,0
RogueValley,2035,0.407142857,0.921428571,0.554114286,0.391428571,0,0
RogueValley,2040,0.407142857,0.921428571,0.558,0.438571429,0,0
RogueValley,2045,0.407142857,0.921428571,0.558,0.485714286,0,0
RogueValley,2050,0.521428571,0.921428571,0.558,0.524285714,0,0
SalemKeizer,1990,0,0,0,0,0,0
SalemKeizer,1995,0,0,0.066,0.1,0,0
SalemKeizer,2000,0,0,0.132,0.06,0,0
SalemKeizer,2005,0,0,0.198,0.07,0,0
SalemKeizer,2010,0,0,0.264,0.08,0,0
SalemKeizer,2015,0,0,0.264,0.09,0,0
SalemKeizer,2020,0,0,0.66,0.1,0,0
SalemKeizer,2025,0.407142857,0.364285714,0.815714286,0.226952381,0,0
SalemKeizer,2030,0.407142857,0.385714286,0.847142857,0.27847619,0,0
SalemKeizer,2035,0.407142857,0.407142857,0.878571429,0.33,0,0
SalemKeizer,2040,0.407142857,0.407142857,0.91,0.382380953,0,0
SalemKeizer,2045,0.407142857,0.407142857,0.941428571,0.434761905,0,0
SalemKeizer,2050,0.407142857,0.407142857,0.962857143,0.478571429,0,0
None,1990,0,0,0,0,0,0
None,1995,0,0,0,0,0,0
None,2000,0,0,0,0,0,0
None,2005,0,0,0,0,0,0
None,2010,0,0,0,0,0,0
None,2015,0,0,0,0,0,0
None,2020,0,0,0,0,0,0
None,2025,0,0,0,0,0,0
None,2030,0,0,0,0,0,0
None,2035,0,0,0,0,0,0
None,2040,0,0,0,0,0,0
None,2045,0,0,0,0,0,0
None,2050,0,0,0,0,0,0
