Geo,Year, MetroLandArea , TownLandArea , RuralAveDensity 
Tillamook,2030,0,8.852253533,0.0640625
Umatilla,2030,0,49.4744109,0.1609375
Union,2030,0,12.61653266,0.3265625
Wallowa,2030,0,4.068117528,0.0609375
Wasco,2030,0,10.18393837,0.340625
Washington,2030,113.4220536,1.730857632,0.50625
Wheeler,2030,0,1.625851641,0.0015625
Yamhill,2030,0,26.46722141,0.403125
Baker,2035,0,12.80737095,0.128125
Benton,2035,28.5801655,0.525593124,0.2625
Clackamas,2035,91.07235379,15.10499813,0.428125
Clatsop,2035,0,19.69394925,0.0953125
Columbia,2035,0,19.07582887,0.2265625
Coos,2035,0,23.32647987,0.221875
Crook,2035,0,13.3157797,0.0609375
Curry,2035,0,20.82519864,0.1234375
Deschutes,2035,32.71794392,26.74762863,0.26
Douglas,2035,0,41.55393069,0.2828125
Gilliam,2035,0,4.248795144,0.003125
Grant,2035,0,12.35704331,0.01875
Harney,2035,0,6.611249624,0.2640625
Hood River,2035,0,5.565121382,0.2765625
Jackson,2035,45.88239016,3.450357652,0.409375
Jefferson,2035,0,6.344529262,0.3140625
Josephine,2035,16.38662534,2.625753035,0.23125
Klamath,2035,0,38.72716544,0.0875
Lake,2035,0,6.051392446,0.1
Lane,2035,70.93508922,25.7549135,0.25625
Lincoln,2035,0,25.7437143,0.1796875
Linn,2035,27.04956957,23.08494939,0.1609375
Malheur,2035,0,15.26312728,0.1234375
Marion,2035,58.70794817,22.80629116,0.309375
Morrow,2035,0,10.35041647,0.2015625
Multnomah,2035,148.5772648,0,0.221875
Polk,2035,7.851421942,13.91485139,0.2390625
Sherman,2035,0,2.847729471,0.0046875
Tillamook,2035,0,8.878810293,0.0640625
Umatilla,2035,0,49.62283413,0.1609375
Union,2035,0,12.65438226,0.3265625
Wallowa,2035,0,4.080321881,0.0609375
Wasco,2035,0,10.21449018,0.340625
Washington,2035,113.9324528,1.736050205,0.50625
Wheeler,2035,0,1.630729196,0.0015625
Yamhill,2035,0,26.54662308,0.403125
Baker,2040,0,12.84579306,0.128125
Benton,2040,28.70877624,0.527169903,0.2625
Clackamas,2040,91.48217939,15.15031312,0.428125
Clatsop,2040,0,19.75303109,0.0953125
Columbia,2040,0,19.13305635,0.2265625
Coos,2040,0,23.3964593,0.221875
Crook,2040,0,13.35572704,0.0609375
Curry,2040,0,20.88767424,0.1234375
Deschutes,2040,32.86517467,26.82787151,0.26
Douglas,2040,0,41.67859249,0.2828125
Gilliam,2040,0,4.261541529,0.003125
Grant,2040,0,12.39411444,0.01875
Harney,2040,0,6.631083373,0.2640625
Hood River,2040,0,5.581816746,0.2765625
Jackson,2040,46.08886092,3.460708725,0.409375
Jefferson,2040,0,6.36356285,0.3140625
Josephine,2040,16.46036515,2.633630295,0.23125
Klamath,2040,0,38.84334694,0.0875
Lake,2040,0,6.069546623,0.1
Lane,2040,71.25429712,25.83217824,0.25625
Lincoln,2040,0,25.82094544,0.1796875
Linn,2040,27.17129263,23.15420424,0.1609375
Malheur,2040,0,15.30891667,0.1234375
Marion,2040,58.97213394,22.87471003,0.309375
Morrow,2040,0,10.38146772,0.2015625
Multnomah,2040,149.2458624,0,0.221875
Polk,2040,7.886753341,13.95659594,0.2390625
Sherman,2040,0,2.856272659,0.0046875
Tillamook,2040,0,8.905446724,0.0640625
Umatilla,2040,0,49.77170264,0.1609375
Union,2040,0,12.69234541,0.3265625
Wallowa,2040,0,4.092562846,0.0609375
Wasco,2040,0,10.24513365,0.340625
Washington,2040,114.4451489,1.741258356,0.50625
Wheeler,2040,0,1.635621384,0.0015625
Yamhill,2040,0,26.62626295,0.403125
Baker,2045,0,12.88433044,0.128125
Benton,2045,28.83796574,0.528751413,0.2625
Clackamas,2045,91.89384919,15.19576406,0.428125
Clatsop,2045,0,19.81229019,0.0953125
Columbia,2045,0,19.19045552,0.2265625
Coos,2045,0,23.46664868,0.221875
Crook,2045,0,13.39579422,0.0609375
Curry,2045,0,20.95033726,0.1234375
Deschutes,2045,33.01306795,26.90835513,0.26
Douglas,2045,0,41.80362826,0.2828125
Gilliam,2045,0,4.274326154,0.003125
Grant,2045,0,12.43129678,0.01875
Harney,2045,0,6.650976623,0.2640625
Hood River,2045,0,5.598562196,0.2765625
Jackson,2045,46.29626079,3.471090851,0.409375
Jefferson,2045,0,6.382653539,0.3140625
Josephine,2045,16.5344368,2.641531185,0.23125
Klamath,2045,0,38.95987698,0.0875
Lake,2045,0,6.087755263,0.1
Lane,2045,71.57494146,25.90967478,0.25625
Lincoln,2045,0,25.89840827,0.1796875
Linn,2045,27.29356345,23.22366685,0.1609375
Malheur,2045,0,15.35484342,0.1234375
Marion,2045,59.23750854,22.94333417,0.309375
Morrow,2045,0,10.41261213,0.2015625
Multnomah,2045,149.9174688,0,0.221875
Polk,2045,7.922243731,13.99846573,0.2390625
Sherman,2045,0,2.864841477,0.0046875
Tillamook,2045,0,8.932163064,0.0640625
Umatilla,2045,0,49.92101774,0.1609375
Union,2045,0,12.73042244,0.3265625
Wallowa,2045,0,4.104840535,0.0609375
Wasco,2045,0,10.27586905,0.340625
Washington,2045,114.960152,1.746482131,0.50625
Wheeler,2045,0,1.640528248,0.0015625
Yamhill,2045,0,26.70614174,0.403125
Baker,2050,0,12.92298343,0.128125
Benton,2050,28.96773658,0.530337667,0.2625
Clackamas,2050,92.30737151,15.24135135,0.428125
Clatsop,2050,0,19.87172706,0.0953125
Columbia,2050,0,19.24802689,0.2265625
Coos,2050,0,23.53704863,0.221875
Crook,2050,0,13.43598161,0.0609375
Curry,2050,0,21.01318827,0.1234375
Deschutes,2050,33.16162676,26.98908019,0.26
Douglas,2050,0,41.92903915,0.2828125
Gilliam,2050,0,4.287149132,0.003125
Grant,2050,0,12.46859067,0.01875
Harney,2050,0,6.670929553,0.2640625
Hood River,2050,0,5.615357883,0.2765625
Jackson,2050,46.50459397,3.481504123,0.409375
Jefferson,2050,0,6.401801499,0.3140625
Josephine,2050,16.60884176,2.649455779,0.23125
Klamath,2050,0,39.07675661,0.0875
Lake,2050,0,6.106018529,0.1
Lane,2050,71.8970287,25.9874038,0.25625
Lincoln,2050,0,25.9761035,0.1796875
Linn,2050,27.41638449,23.29333785,0.1609375
Malheur,2050,0,15.40090795,0.1234375
Marion,2050,59.50407733,23.01216417,0.309375
Morrow,2050,0,10.44384996,0.2015625
Multnomah,2050,150.5920974,0,0.221875
Polk,2050,7.957893827,14.04046113,0.2390625
Sherman,2050,0,2.873436001,0.0046875
Tillamook,2050,0,8.958959554,0.0640625
Umatilla,2050,0,50.0707808,0.1609375
Union,2050,0,12.76861371,0.3265625
Wallowa,2050,0,4.117155056,0.0609375
Wasco,2050,0,10.30669666,0.340625
Washington,2050,115.4774727,1.751721577,0.50625
Wheeler,2050,0,1.645449833,0.0015625
Yamhill,2050,0,26.78626016,0.403125
