Geo,Year,CenterEcoProp,InnerEcoProp,OuterEcoProp,FringeEcoProp,CenterImpProp,InnerImpProp,OuterImpProp,FringeImpProp
SalemKeizer,2030,0.1264915,0.1264915,0,0,0.0871705,0.0871705,0,0
SalemKeizer,2035,0.1569365,0.1569365,0,0,0.1218735,0.1218735,0,0
SalemKeizer,2040,0.1874315,0.1874315,0,0,0.170976,0.170976,0,0
SalemKeizer,2045,0.2070685,0.2070685,0,0,0.22028,0.22028,0,0
SalemKeizer,2050,0.209656,0.209656,0,0,0.275834,0.275834,0,0
None,1990,0,0,0,0,0,0,0,0
None,1995,0,0,0,0,0,0,0,0
None,2000,0,0,0,0,0,0,0,0
None,2005,0,0,0,0,0,0,0,0
None,2010,0,0,0,0,0,0,0,0
None,2015,0,0,0,0,0,0,0,0
None,2020,0,0,0,0,0,0,0,0
None,2025,0,0,0,0,0,0,0,0
None,2030,0,0,0,0,0,0,0,0
None,2035,0,0,0,0,0,0,0,0
None,2040,0,0,0,0,0,0,0,0
None,2045,0,0,0,0,0,0,0,0
None,2050,0,0,0,0,0,0,0,0
